timestamp,open,high,low,close,volume
2025-10-25 11:30:00,19.329,19.34,19.301,19.321,48386.0
2025-10-25 11:45:00,19.322,19.356,19.319,19.324,46186.0
2025-10-25 12:00:00,19.324,19.412,19.311,19.405,86258.0
2025-10-25 12:15:00,19.406,19.471,19.387,19.446,121151.0
2025-10-25 12:30:00,19.446,19.482,19.43,19.482,101272.0
2025-10-25 12:45:00,19.483,19.554,19.482,19.538,199791.0
2025-10-25 13:00:00,19.539,19.543,19.459,19.478,116316.0
2025-10-25 13:15:00,19.478,19.512,19.451,19.477,92379.0
2025-10-25 13:30:00,19.478,19.503,19.451,19.489,88871.0
2025-10-25 13:45:00,19.489,19.511,19.457,19.498,60407.0
2025-10-25 14:00:00,19.499,19.504,19.46,19.474,80139.0
2025-10-25 14:15:00,19.475,19.542,19.47,19.506,89133.0
2025-10-25 14:30:00,19.506,19.544,19.471,19.51,84519.0
2025-10-25 14:45:00,19.51,19.549,19.485,19.535,68460.0
2025-10-25 15:00:00,19.536,19.539,19.476,19.495,87941.0
2025-10-25 15:15:00,19.496,19.531,19.495,19.521,55114.0
2025-10-25 15:30:00,19.52,19.547,19.472,19.508,110183.0
2025-10-25 15:45:00,19.509,19.538,19.5,19.519,84768.0
2025-10-25 16:00:00,19.519,19.536,19.492,19.503,101832.0
2025-10-25 16:15:00,19.503,19.519,19.479,19.493,46234.0
2025-10-25 16:30:00,19.493,19.521,19.482,19.492,44050.0
2025-10-25 16:45:00,19.492,19.514,19.452,19.482,110391.0
2025-10-25 17:00:00,19.483,19.537,19.464,19.524,67658.0
2025-10-25 17:15:00,19.523,19.524,19.499,19.516,38452.0
2025-10-25 17:30:00,19.517,19.54,19.494,19.518,64459.0
2025-10-25 17:45:00,19.518,19.527,19.498,19.512,35162.0
2025-10-25 18:00:00,19.513,19.573,19.496,19.562,78115.0
2025-10-25 18:15:00,19.563,19.621,19.556,19.61,113595.0
2025-10-25 18:30:00,19.611,19.684,19.603,19.671,241467.0
2025-10-25 18:45:00,19.672,19.707,19.668,19.703,130292.0
2025-10-25 19:00:00,19.703,19.726,19.695,19.713,120679.0
2025-10-25 19:15:00,19.713,19.755,19.707,19.74,142398.0
2025-10-25 19:30:00,19.74,19.825,19.736,19.736,218598.0
2025-10-25 19:45:00,19.736,19.755,19.716,19.736,131092.0
2025-10-25 20:00:00,19.737,19.766,19.721,19.722,115145.0
2025-10-25 20:15:00,19.722,19.754,19.715,19.736,59933.0
2025-10-25 20:30:00,19.736,19.738,19.663,19.716,112486.0
2025-10-25 20:45:00,19.717,19.726,19.66,19.66,79148.0
2025-10-25 21:00:00,19.661,19.696,19.66,19.663,86888.0
2025-10-25 21:15:00,19.663,19.702,19.643,19.688,85794.0
2025-10-25 21:30:00,19.688,19.688,19.657,19.667,40947.0
2025-10-25 21:45:00,19.667,19.69,19.654,19.689,21318.0
2025-10-25 22:00:00,19.689,19.71,19.645,19.673,112372.0
2025-10-25 22:15:00,19.674,19.705,19.665,19.696,63500.0
2025-10-25 22:30:00,19.697,19.746,19.695,19.743,45429.0
2025-10-25 22:45:00,19.744,19.764,19.723,19.749,52132.0
2025-10-25 23:00:00,19.749,19.757,19.713,19.735,44471.0
2025-10-25 23:15:00,19.735,19.736,19.695,19.717,49136.0
2025-10-25 23:30:00,19.717,19.733,19.688,19.716,36220.0
2025-10-25 23:45:00,19.717,19.733,19.694,19.711,44064.0
2025-10-26 00:00:00,19.711,19.719,19.631,19.67,107940.0
2025-10-26 00:15:00,19.67,19.699,19.656,19.691,62348.0
2025-10-26 00:30:00,19.691,19.801,19.68,19.749,100290.0
2025-10-26 00:45:00,19.748,19.766,19.667,19.67,98155.0
2025-10-26 01:00:00,19.67,19.682,19.643,19.645,72508.0
2025-10-26 01:15:00,19.645,19.664,19.577,19.585,108974.0
2025-10-26 01:30:00,19.586,19.616,19.569,19.601,55640.0
2025-10-26 01:45:00,19.602,19.608,19.46,19.523,234262.0
2025-10-26 02:00:00,19.524,19.532,19.48,19.512,98356.0
2025-10-26 02:15:00,19.511,19.53,19.454,19.48,90957.0
2025-10-26 02:30:00,19.48,19.497,19.416,19.44,185462.0
2025-10-26 02:45:00,19.439,19.455,19.364,19.412,138055.0
2025-10-26 03:00:00,19.411,19.412,19.37,19.385,85240.0
2025-10-26 03:15:00,19.385,19.42,19.373,19.413,65932.0
2025-10-26 03:30:00,19.413,19.413,19.355,19.359,64342.0
2025-10-26 03:45:00,19.359,19.381,19.333,19.378,68808.0
2025-10-26 04:00:00,19.378,19.438,19.354,19.43,55333.0
2025-10-26 04:15:00,19.431,19.507,19.412,19.489,148010.0
2025-10-26 04:30:00,19.489,19.513,19.43,19.452,70091.0
2025-10-26 04:45:00,19.452,19.484,19.446,19.474,57113.0
2025-10-26 05:00:00,19.475,19.522,19.439,19.506,71301.0
2025-10-26 05:15:00,19.507,19.567,19.507,19.556,83065.0
2025-10-26 05:30:00,19.556,19.633,19.547,19.615,79901.0
2025-10-26 05:45:00,19.615,19.665,19.613,19.649,87841.0
2025-10-26 06:00:00,19.649,19.665,19.628,19.657,75972.0
2025-10-26 06:15:00,19.657,19.683,19.633,19.655,65855.0
2025-10-26 06:30:00,19.655,19.675,19.593,19.616,78695.0
2025-10-26 06:45:00,19.616,19.654,19.601,19.646,43829.0
2025-10-26 07:00:00,19.646,19.693,19.615,19.685,71527.0
2025-10-26 07:15:00,19.685,19.691,19.665,19.671,32883.0
2025-10-26 07:30:00,19.671,19.714,19.669,19.695,85442.0
2025-10-26 07:45:00,19.694,19.715,19.672,19.696,61333.0
2025-10-26 08:00:00,19.696,20.108,19.696,20.055,1080116.0
2025-10-26 08:15:00,20.054,20.091,19.894,19.896,339398.0
2025-10-26 08:30:00,19.896,19.931,19.87,19.906,158751.0
2025-10-26 08:45:00,19.907,20.039,19.906,20.0,292988.0
2025-10-26 09:00:00,20.0,20.142,19.917,19.92,313880.0
2025-10-26 09:15:00,19.919,20.094,19.919,20.085,256581.0
2025-10-26 09:30:00,20.085,20.117,19.987,20.012,245757.0
2025-10-26 09:45:00,20.012,20.084,19.964,20.056,149656.0
2025-10-26 10:00:00,20.057,20.084,19.978,20.019,125901.0
2025-10-26 10:15:00,20.019,20.03,19.984,20.007,59250.0
2025-10-26 10:30:00,20.007,20.013,19.966,19.988,71278.0
2025-10-26 10:45:00,19.987,20.008,19.964,19.986,71204.0
2025-10-26 11:00:00,19.985,20.0,19.9,19.932,165326.0
2025-10-26 11:15:00,19.932,19.999,19.931,19.996,107825.0
2025-10-26 11:30:00,19.996,20.169,19.994,20.162,282444.0
2025-10-26 11:45:00,20.162,20.386,20.115,20.356,605505.0
2025-10-26 12:00:00,20.356,20.417,20.274,20.332,309688.0
2025-10-26 12:15:00,20.333,20.4,20.259,20.286,195172.0
2025-10-26 12:30:00,20.286,20.313,20.253,20.26,128953.0
2025-10-26 12:45:00,20.26,20.388,20.26,20.33,210897.0
